day,date,week,theme,themeOverlay,slot,timeLocal,publishAt,formatId,formatLabel,template,durationSec,hook,cta,hashtags,dataNeeds,status,videoFile,notes
3,2026-08-22,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,1,07:00,2026-08-22T07:00,top3_matin,Top 3 du matin,top3,18,Qui domine la période 24 h ?,Lien en bio → pass50.store,#pass50 #pass50store #classement #abidjan #live,top3|period24h,rendered,output/day-03/day-03_slot-01_top3_matin.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Teknoush;gainer=TMA Crush;liveAM=Kévine Obin;livePM=Maabio"
3,2026-08-22,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,2,09:00,2026-08-22T09:00,live_radar_matin,Radar live matin,live_alert,15,Le radar vient de s'allumer.,Lien en bio → pass50.store,#pass50 #pass50store #classement #abidjan #live,liveProfiles,rendered,output/day-03/day-03_slot-02_live_radar_matin.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Teknoush;gainer=TMA Crush;liveAM=Kévine Obin;livePM=Maabio"
3,2026-08-22,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,3,11:00,2026-08-22T11:00,fi_spotlight,FI du jour,profile_spotlight,20,Tu connais ce profil PASS50 ?,Lien en bio → pass50.store,#pass50 #pass50store #classement #abidjan #live,spotlightProfile|scoreDelta,rendered,output/day-03/day-03_slot-03_fi_spotlight.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Teknoush;gainer=TMA Crush;liveAM=Kévine Obin;livePM=Maabio"
3,2026-08-22,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,4,13:00,2026-08-22T13:00,classement_24h,Classement 24 h,ranking_table,22,Les chiffres ne mentent pas… enfin presque.,Lien en bio → pass50.store,#pass50 #pass50store #classement #abidjan #live,top10|period24h,rendered,output/day-03/day-03_slot-04_classement_24h.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Teknoush;gainer=TMA Crush;liveAM=Kévine Obin;livePM=Maabio"
3,2026-08-22,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,5,15:00,2026-08-22T15:00,sondage,Sondage / débat,poll,16,Débat : ce Top 3 est mérité ?,Lien en bio → pass50.store,#pass50 #pass50store #classement #abidjan #live,top3,rendered,output/day-03/day-03_slot-05_sondage.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Teknoush;gainer=TMA Crush;liveAM=Kévine Obin;livePM=Maabio"
3,2026-08-22,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,6,17:00,2026-08-22T17:00,buzz_montee,Buzz / montée,momentum,18,Buzz PASS50 : regarde cette progression.,Lien en bio → pass50.store,#pass50 #pass50store #classement #abidjan #live,biggestGainer|scoreDelta,rendered,output/day-03/day-03_slot-06_buzz_montee.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Teknoush;gainer=TMA Crush;liveAM=Kévine Obin;livePM=Maabio"
3,2026-08-22,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,7,19:00,2026-08-22T19:00,live_radar_soir,Radar live soir,live_alert,15,Qui est en direct maintenant ?,Lien en bio → pass50.store,#pass50 #pass50store #classement #abidjan #live,liveProfiles,rendered,output/day-03/day-03_slot-07_live_radar_soir.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Teknoush;gainer=TMA Crush;liveAM=Kévine Obin;livePM=Maabio"
3,2026-08-22,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,8,21:00,2026-08-22T21:00,top3_soir,Top 3 du soir,top3,18,La course continue.,Lien en bio → pass50.store,#pass50 #pass50store #classement #abidjan #live,top3|period24h,rendered,output/day-03/day-03_slot-08_top3_soir.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Teknoush;gainer=TMA Crush;liveAM=Kévine Obin;livePM=Maabio"
3,2026-08-22,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,9,23:00,2026-08-22T23:00,recap_jour,Récap journée,daily_recap,24,Bilan en 20 secondes.,Lien en bio → pass50.store,#pass50 #pass50store #classement #abidjan #live,top3|biggestGainer|liveCount,rendered,output/day-03/day-03_slot-09_recap_jour.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Teknoush;gainer=TMA Crush;liveAM=Kévine Obin;livePM=Maabio"
3,2026-08-22,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,10,01:00,2026-08-23T01:00,teaser_lendemain,Teaser lendemain,teaser,14,Le classement ne dort jamais.,Lien en bio → pass50.store,#pass50 #pass50store #classement #abidjan #live,,rendered,output/day-03/day-03_slot-10_teaser_lendemain.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Teknoush;gainer=TMA Crush;liveAM=Kévine Obin;livePM=Maabio"
3,2026-08-22,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,11,03:00,2026-08-23T03:00,coulisses,Coulisses / éducatif,explainer,20,Pourquoi le classement bouge.,Lien en bio → pass50.store,#pass50 #pass50store #classement #abidjan #live,,rendered,output/day-03/day-03_slot-11_coulisses.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Teknoush;gainer=TMA Crush;liveAM=Kévine Obin;livePM=Maabio"
3,2026-08-22,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,12,05:00,2026-08-23T05:00,classement_7j,Classement 7 j,ranking_table,20,Top 5 sur la semaine.,Lien en bio → pass50.store,#pass50 #pass50store #classement #abidjan #live,top5|period7j,rendered,output/day-03/day-03_slot-12_classement_7j.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Teknoush;gainer=TMA Crush;liveAM=Kévine Obin;livePM=Maabio"
4,2026-08-23,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,1,07:00,2026-08-23T07:00,top3_matin,Top 3 du matin,top3,18,Le classement vient de bouger.,Lien en bio → pass50.store,#pass50 #pass50store #classement #live #buzz,top3|period24h,rendered,output/day-04/day-04_slot-01_top3_matin.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=INadeBelle;gainer=Paul Yves Ettien;liveAM=Edith Brou Bleu;livePM=Teknoush"
4,2026-08-23,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,2,09:00,2026-08-23T09:00,live_radar_matin,Radar live matin,live_alert,15,Quelqu'un est en live — radar PASS50.,Lien en bio → pass50.store,#pass50 #pass50store #classement #live #buzz,liveProfiles,rendered,output/day-04/day-04_slot-02_live_radar_matin.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=INadeBelle;gainer=Paul Yves Ettien;liveAM=Edith Brou Bleu;livePM=Teknoush"
4,2026-08-23,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,3,11:00,2026-08-23T11:00,fi_spotlight,FI du jour,profile_spotlight,20,Profil à suivre aujourd'hui.,Lien en bio → pass50.store,#pass50 #pass50store #classement #live #buzz,spotlightProfile|scoreDelta,rendered,output/day-04/day-04_slot-03_fi_spotlight.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=INadeBelle;gainer=Paul Yves Ettien;liveAM=Edith Brou Bleu;livePM=Teknoush"
4,2026-08-23,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,4,13:00,2026-08-23T13:00,classement_24h,Classement 24 h,ranking_table,22,Classement PASS50 — période 24 h.,Lien en bio → pass50.store,#pass50 #pass50store #classement #live #buzz,top10|period24h,rendered,output/day-04/day-04_slot-04_classement_24h.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=INadeBelle;gainer=Paul Yves Ettien;liveAM=Edith Brou Bleu;livePM=Teknoush"
4,2026-08-23,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,5,15:00,2026-08-23T15:00,sondage,Sondage / débat,poll,16,Tu mises sur qui pour ce soir ?,Lien en bio → pass50.store,#pass50 #pass50store #classement #live #buzz,top3,rendered,output/day-04/day-04_slot-05_sondage.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=INadeBelle;gainer=Paul Yves Ettien;liveAM=Edith Brou Bleu;livePM=Teknoush"
4,2026-08-23,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,6,17:00,2026-08-23T17:00,buzz_montee,Buzz / montée,momentum,18,Plus grosse montée du moment.,Lien en bio → pass50.store,#pass50 #pass50store #classement #live #buzz,biggestGainer|scoreDelta,rendered,output/day-04/day-04_slot-06_buzz_montee.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=INadeBelle;gainer=Paul Yves Ettien;liveAM=Edith Brou Bleu;livePM=Teknoush"
4,2026-08-23,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,7,19:00,2026-08-23T19:00,live_radar_soir,Radar live soir,live_alert,15,Live du soir sur le radar.,Lien en bio → pass50.store,#pass50 #pass50store #classement #live #buzz,liveProfiles,rendered,output/day-04/day-04_slot-07_live_radar_soir.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=INadeBelle;gainer=Paul Yves Ettien;liveAM=Edith Brou Bleu;livePM=Teknoush"
4,2026-08-23,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,8,21:00,2026-08-23T21:00,top3_soir,Top 3 du soir,top3,18,Top 3 avant minuit.,Lien en bio → pass50.store,#pass50 #pass50store #classement #live #buzz,top3|period24h,rendered,output/day-04/day-04_slot-08_top3_soir.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=INadeBelle;gainer=Paul Yves Ettien;liveAM=Edith Brou Bleu;livePM=Teknoush"
4,2026-08-23,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,9,23:00,2026-08-23T23:00,recap_jour,Récap journée,daily_recap,24,Récap PASS50 de la journée.,Lien en bio → pass50.store,#pass50 #pass50store #classement #live #buzz,top3|biggestGainer|liveCount,rendered,output/day-04/day-04_slot-09_recap_jour.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=INadeBelle;gainer=Paul Yves Ettien;liveAM=Edith Brou Bleu;livePM=Teknoush"
4,2026-08-23,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,10,01:00,2026-08-24T01:00,teaser_lendemain,Teaser lendemain,teaser,14,Demain matin : nouveau Top 3.,Lien en bio → pass50.store,#pass50 #pass50store #classement #live #buzz,,rendered,output/day-04/day-04_slot-10_teaser_lendemain.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=INadeBelle;gainer=Paul Yves Ettien;liveAM=Edith Brou Bleu;livePM=Teknoush"
4,2026-08-23,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,11,03:00,2026-08-24T03:00,coulisses,Coulisses / éducatif,explainer,20,Comment PASS50 calcule un score ?,Lien en bio → pass50.store,#pass50 #pass50store #classement #live #buzz,,rendered,output/day-04/day-04_slot-11_coulisses.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=INadeBelle;gainer=Paul Yves Ettien;liveAM=Edith Brou Bleu;livePM=Teknoush"
4,2026-08-23,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,12,05:00,2026-08-24T05:00,classement_7j,Classement 7 j,ranking_table,20,Vue 7 jours — qui tient la route ?,Lien en bio → pass50.store,#pass50 #pass50store #classement #live #buzz,top5|period7j,rendered,output/day-04/day-04_slot-12_classement_7j.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=INadeBelle;gainer=Paul Yves Ettien;liveAM=Edith Brou Bleu;livePM=Teknoush"
5,2026-08-24,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,1,07:00,2026-08-24T07:00,top3_matin,Top 3 du matin,top3,18,Top 3 PASS50 ce matin.,Lien en bio → pass50.store,#pass50 #pass50store #classement #buzz #top50,top3|period24h,rendered,output/day-05/day-05_slot-01_top3_matin.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Kévine Obin;gainer=Kévine Obin;liveAM=Eunice Zunon;livePM=INadeBelle"
5,2026-08-24,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,2,09:00,2026-08-24T09:00,live_radar_matin,Radar live matin,live_alert,15,Alerte live détectée.,Lien en bio → pass50.store,#pass50 #pass50store #classement #buzz #top50,liveProfiles,rendered,output/day-05/day-05_slot-02_live_radar_matin.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Kévine Obin;gainer=Kévine Obin;liveAM=Eunice Zunon;livePM=INadeBelle"
5,2026-08-24,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,3,11:00,2026-08-24T11:00,fi_spotlight,FI du jour,profile_spotlight,20,Une FI monte fort.,Lien en bio → pass50.store,#pass50 #pass50store #classement #buzz #top50,spotlightProfile|scoreDelta,rendered,output/day-05/day-05_slot-03_fi_spotlight.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Kévine Obin;gainer=Kévine Obin;liveAM=Eunice Zunon;livePM=INadeBelle"
5,2026-08-24,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,4,13:00,2026-08-24T13:00,classement_24h,Classement 24 h,ranking_table,22,Le Top 10 en un écran.,Lien en bio → pass50.store,#pass50 #pass50store #classement #buzz #top50,top10|period24h,rendered,output/day-05/day-05_slot-04_classement_24h.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Kévine Obin;gainer=Kévine Obin;liveAM=Eunice Zunon;livePM=INadeBelle"
5,2026-08-24,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,5,15:00,2026-08-24T15:00,sondage,Sondage / débat,poll,16,"Commente 1, 2 ou 3.",Lien en bio → pass50.store,#pass50 #pass50store #classement #buzz #top50,top3,rendered,output/day-05/day-05_slot-05_sondage.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Kévine Obin;gainer=Kévine Obin;liveAM=Eunice Zunon;livePM=INadeBelle"
5,2026-08-24,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,6,17:00,2026-08-24T17:00,buzz_montee,Buzz / montée,momentum,18,Ce profil explose le classement.,Lien en bio → pass50.store,#pass50 #pass50store #classement #buzz #top50,biggestGainer|scoreDelta,rendered,output/day-05/day-05_slot-06_buzz_montee.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Kévine Obin;gainer=Kévine Obin;liveAM=Eunice Zunon;livePM=INadeBelle"
